1,0.52,1.24,0.44,1.78,0.019145,0.187815,0,0
51,0.52,1.24,0.44,1.78,-0.0449781,0.143918,-250.705,0
101,0.52,1.24,0.44,1.78,-0.0405788,0.147955,-255.41,0
151,0.52,1.24,0.44,1.78,0.0175712,0.173358,-260.114,0
201,0.52,1.24,0.44,1.78,-0.00869968,0.152813,-264.819,0
251,0.52,1.24,0.44,1.78,-0.0603883,0.169095,-269.524,0
301,0.52,1.24,0.44,1.78,0.00666526,0.220151,-274.229,0
351,0.52,1.24,0.44,1.78,-0.0083814,0.17997,-278.933,0
401,0.52,1.24,0.44,1.78,-0.0503349,0.146864,-283.638,0
451,0.52,1.24,0.44,1.78,-0.031431,0.195903,-288.343,0
501,0.52,1.24,0.44,1.78,-0.00249424,0.209636,-293.048,0
551,0.52,1.24,0.44,1.78,-0.0268885,0.170792,-296,0
601,0.52,1.24,0.44,1.78,-0.0379882,0.171816,-296,0
651,0.52,1.24,0.44,1.78,-0.0455743,0.130244,-296,0
701,0.52,1.24,0.44,1.78,-0.023344,0.198249,-296,0
751,0.52,1.24,0.44,1.78,-0.0195448,0.166526,-296,0
801,0.52,1.24,0.44,1.78,0.00334018,0.181519,-296,0
851,0.52,1.24,0.44,1.78,-0.0558221,0.206707,-296,0
901,0.52,1.24,0.44,1.78,-0.0121979,0.163125,-296,0
951,0.52,1.24,0.44,1.78,-0.0300022,0.165951,-296,0
1001,0.52,1.24,0.44,1.78,-0.0498584,0.179506,-296,0
1051,0.52,1.24,0.44,1.78,-0.0259571,0.174428,-296,0
1101,0.52,1.24,0.44,1.78,-0.0326851,0.193415,-296,0
1151,0.52,1.24,0.44,1.78,-0.0434325,0.173473,-296,0
1201,0.52,1.24,0.44,1.78,-0.0376744,0.196781,-296,0
1251,0.52,1.24,0.44,1.78,0.00624545,0.160068,-296,0
1301,0.52,1.24,0.44,1.78,-0.0219956,0.178852,-296,0
1351,0.52,1.24,0.44,1.78,-0.0223158,0.150173,-296,0
1401,0.52,1.24,0.44,1.78,-0.0120538,0.160278,-296,0
1451,0.52,1.24,0.44,1.78,-0.00370421,0.161787,-296,0
1501,0.52,1.24,0.44,1.78,-0.0382241,0.16184,-296,0
1551,0.52,1.24,0.44,1.78,-0.0242756,0.164385,-296,0
1601,0.52,1.24,0.44,1.78,0.0122836,0.105758,-296,0
1651,0.52,1.24,0.44,1.77,-0.0412036,0.173875,-256.751,0
1701,0.52,1.24,0.44,1.77,-0.0388993,0.192217,-293.998,0
1751,0.52,1.24,0.44,1.77,-0.0340694,0.139651,-293.998,0
1801,0.52,1.24,0.44,1.77,-0.0851986,0.308026,-293.998,0
