1,0.48,0.46,0.68,2.52,0.157534,0.123806,0,0
51,0.49,0.45,3.6,2.55,-0.0501409,0.392549,-330.217,0
101,0.49,0.46,3.6,2.54,0.403093,0.0349129,-336.112,0
151,0.49,0.46,0.69,2.54,-0.305666,0.412764,-343.462,0
201,0.49,0.46,0.69,2.55,0.0800459,0.228342,-351.977,0
251,0.49,0.46,0.62,2.54,0.22425,0.370855,-357.53,0
301,0.48,0.46,0.72,2.55,0.299043,0.300879,-366.47,0
351,0.48,0.46,0.72,2.52,0.279662,-0.434483,-367.925,0
401,0.49,0.45,3.6,2.54,-0.0774605,0.677169,-371.3,0
451,0.49,0.46,3.6,2.56,-0.276798,-0.250507,-374.7,0
501,0.49,0.46,3.6,2.54,-0.567271,0.042223,-371.492,0
551,0.48,0.46,3.6,2.55,-0.76519,0.217034,-372.889,0
601,0.49,0.46,3.6,2.55,0.935493,0.347211,-373,0
651,0.49,0.46,0.65,2.54,-0.879449,-0.0291226,-371.3,0
701,0.49,0.46,0.65,2.54,0.410573,0.153472,-371.3,0
751,0.49,0.46,0.65,2.54,0.120087,0.476898,-369.804,0
801,0.49,0.46,0.65,2.54,0.74126,0.33434,-371.3,0
851,0.49,0.45,3.6,2.55,0.223268,0.294334,-373,0
901,0.49,0.46,3.6,2.55,0.203098,0.210346,-373,0
951,0.49,0.46,0.72,2.56,-0.0685694,0.243202,-374.7,0
1001,0.49,0.45,0.72,3.6,-0.0569237,-0.252815,-549.8,0
1051,0.49,0.46,3.6,3.6,-0.042061,-0.0859511,-551.5,0
1101,0.5,0.46,3.6,2.58,0.554128,0.0635415,-378.107,0
1151,0.5,0.46,3.6,3.6,-0.0860309,-0.311406,-532.008,0
1201,0.51,0.47,3.6,2.52,0.0365175,0.142483,-414.742,0
1251,0.51,0.48,3.6,2.52,-0.177899,-0.294563,-367.9,0
1301,0.51,0.5,3.6,3.6,0.190739,0.222615,-549.734,0
1351,0.5,0.52,3.6,2.52,-0.144446,-0.163493,-370.949,0
1401,0.5,0.54,3.6,2.49,0.245208,-0.0859139,-362.911,0
1451,0.49,0.57,3.6,2.47,0.199685,0.312396,-359.4,0
1501,0.48,0.59,3.6,2.45,0.0828901,-0.213297,-356,0
1551,0.47,0.6,3.6,2.43,0.135658,0.0243322,-352.728,0
1601,0.46,0.62,3.6,2.41,0.423978,0.071726,-349.311,0
1651,0.46,0.63,3.6,2.39,-0.486028,-0.160983,-347.503,0
1701,0.45,0.65,3.6,2.36,0.402917,0.0336408,-340.716,0
1751,0.45,0.67,3.6,2.37,-0.114872,-0.275028,-342.4,0
1801,0.46,0.68,3.6,2.34,0.186174,0.104989,-337.303,0
1851,0.47,0.7,3.6,2.33,-0.0609488,-0.17598,-335.601,0
1901,0.49,0.71,3.6,2.3,-0.334518,-0.0770624,-330.502,0
1951,0.5,0.73,3.6,2.27,0.196933,0.0040768,-330.5,0
2001,0.51,0.75,3.6,2.27,0.6211,0.261943,-325.4,0
2051,0.52,0.76,3.6,2.24,-0.138223,-0.136916,-320.284,0
2101,0.53,0.77,3.6,2.23,0.538681,0.235509,-318.602,0
2151,0.54,0.78,3.6,2.24,0.106459,-0.00727079,-320.289,0
2201,0.54,0.79,3.6,2.21,0.571041,0.247973,-315.179,0
2251,0.54,0.81,3.6,2.19,0.374373,0.208641,-311.837,0
2301,0.54,0.83,0.75,2.17,-0.255874,-0.0625536,-308.528,0
2351,0.53,0.86,0.85,2.15,0.0774031,0.232279,-305.084,0
2401,0.53,0.9,0.85,2.11,0.0455764,0.21769,-298.773,0
2451,0.52,0.93,0.95,2.07,-0.364726,-0.126907,-291.921,0
2501,0.52,0.99,0.98,2.02,0.150304,0.345529,-284.636,0
2551,0.51,1.04,3.6,1.98,0.532324,0.0790567,-277.242,0
2601,0.52,1.09,3.6,1.95,-0.211596,-0.121382,-271.003,0
2651,0.52,1.16,1.02,1.86,0.353796,0.0990817,-256.573,0
2701,0.54,1.22,3.6,1.82,-0.372522,-0.0256973,-248.906,0
2751,0.57,1.29,0.62,1.76,-0.459992,-0.00974595,-238.707,0
2801,0.6,1.32,0.59,1.69,-0.00130168,-0.179908,-226.817,0
2851,0.62,1.41,0.53,1.62,0.0276624,-0.157613,-215.046,0
2901,0.67,1.47,0.49,1.54,0.108737,-0.132788,-208.129,3.40001
2951,0.71,1.52,0.44,1.47,0.393085,0.146427,-208.129,10.189
3001,0.76,1.58,0.39,1.41,0.355993,0.0179189,-208.129,18.6716
3051,0.8,1.64,0.35,1.36,0.346428,0.0847919,-208.129,25.4025
3101,0.84,1.67,0.31,1.3,0.596948,0.0224196,-208.129,32.1315
3151,0.86,1.72,0.29,1.26,0.0424059,-0.114917,-208.129,35.5545
3201,0.89,1.77,0.27,1.22,-0.241024,-0.151457,-208.129,40.5487
3251,0.91,1.79,0.27,1.19,0.105511,0.123227,-208.129,43.7661
3301,0.95,1.79,0.27,1.16,-0.306192,0.00602388,-208.129,49.2897
3351,0.97,1.82,0.28,1.14,0.0464401,0.176678,-208.129,54.3963
3401,0.98,1.84,0.29,1.13,0.0734824,0.17597,-208.129,56.0968
3451,1.01,1.86,0.3,1.11,-0.261297,-0.0688694,-208.129,61.1836
3501,0.98,1.88,0.31,1.09,-0.00692503,0.153692,-208.129,56.1
3551,1.04,1.89,0.33,1.07,-0.0163818,0.195805,-208.129,65.6361
3601,1.91,1.9,0.33,1.06,-0.663288,-0.120936,-208.129,213.447
