1301,0.23,3.6,0.88,1.86,-0.322441,-0.0574625,-246.5,0
1351,0.23,3.6,0.88,1.86,0.149553,-0.119207,-246.5,0
1401,0.23,3.6,0.88,1.86,-0.0833692,0.149793,-246.5,0
1451,0.21,3.6,0.91,1.62,0.253429,-0.0104382,-210.501,0
1501,0.21,3.6,0.91,1.62,0.196665,-0.0706266,-210.5,0
1551,0.21,3.6,0.91,1.62,-0.0613753,-0.0447198,-210.5,0
1601,0.21,3.6,0.91,1.62,0.0189221,-0.100142,-210.5,0
1651,0.25,3.6,0.9,1.34,0.211083,-0.0124781,-168.502,0
1701,0.25,3.6,0.9,1.34,-0.00111251,-0.0082425,-168.5,0
1751,0.25,3.6,0.9,1.34,-0.0722914,-0.0822855,-168.5,0
1801,0.25,3.6,0.9,1.34,0.0213711,-0.0441356,-168.5,0
1851,0.29,3.6,0.92,1.04,0.00864741,0.0513194,-123.521,0
1901,0.29,3.6,0.92,1.04,-0.115206,0.0276557,-123.5,0
1951,0.29,3.6,0.92,1.04,0.171785,-0.0654674,-123.5,0
2001,0.29,3.6,0.92,1.04,-0.0859016,0.0995871,-123.5,0
2051,0.29,3.6,0.93,0.79,0.0913922,0.0557999,-86.1589,0
2101,0.29,3.6,0.93,0.79,0.0165494,0.129114,-86,0
2151,0.29,3.6,0.93,0.79,0.196692,0.0991364,-86,0
2201,0.29,3.6,0.93,0.79,-0.00359862,0.129228,-86,0
2251,1.58,3.6,0.89,0.48,0.0804133,0.013005,-86,185.4
2301,1.58,3.6,0.89,0.48,-0.181559,0.0683625,-86,185.4
2351,1.58,3.6,0.89,0.48,0.0886847,0.117326,-86,185.4
2401,1.58,3.6,0.89,0.48,-3.99938,-19.7966,-86,185.4
2451,1.54,3.6,0.92,0.17,-0.0905396,0.591125,-86,179.009
2501,1.54,3.6,0.92,0.17,-0.052943,0.50643,-86,178.2
2551,1.54,3.6,0.92,0.17,-0.0031851,0.45251,-86,178.2
2601,1.54,3.6,0.92,0.17,-0.00550134,0.458735,-86,178.2
2651,1.53,3.6,0.92,0.21,-0.107378,0.347391,-86,178.2
2701,1.53,3.6,0.92,0.21,-0.332715,-0.343777,-86,176.4
